file,module,package_segment,line_count,sha256,auto_scan_status,manual_review_status,scanned_at_utc
traigent/cloud/cloud_operations.py,cloud,cloud/cloud_operations.py,135,401cbf61e7c69695c15a5ebc5ac487ad658b9e70fff3ee6da621eb0f56e7becb,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/credential_manager.py,cloud,cloud/credential_manager.py,213,e2b8f1fe6cc2de8c42c0ed6b2f606828d7d7809f48c7764fe9e01747716105fe,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/credential_resolver.py,cloud,cloud/credential_resolver.py,355,29e5463fff459b8d723a677cb7eb2b647c7d1ec5705b01c927574444954e6205,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/dataset_converter.py,cloud,cloud/dataset_converter.py,810,c5da64318514ef133ef69e61bcd846b1caca43b5fa127e8c0fa48eff93551478,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/dtos.py,cloud,cloud/dtos.py,658,d25cb235501d0ad33aac810a832787146d37a2dc8457b4cd6230ac01f05625d3,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/event_manager.py,cloud,cloud/event_manager.py,551,b8605f56daa7077ce36eadcc45ebd71704badda6c156e7426373a88ce36f9b8d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/integration_manager.py,cloud,cloud/integration_manager.py,821,cfdcbd99275a9b791d53cbb0f895ad1528ad0d07f29afd2ac9b179a8fe4c0f26,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/models.py,cloud,cloud/models.py,365,8315af8240dce4f7dae8761b4bfe678ba9a72a58fb233f4f174fb9c1e5972cc6,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/optimizer_client.py,cloud,cloud/optimizer_client.py,404,cd98878666db5a4c0d1219b9d47599739d4bf1fa130ebbb0cf0918d440dbd804,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/password_auth_handler.py,cloud,cloud/password_auth_handler.py,318,fa614933fcf652939c310fdf4ad850c560d92810982d3e29e4aabb53d42ae249,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/privacy_operations.py,cloud,cloud/privacy_operations.py,326,a039c95b0cf6e4da5819975866fb852d9104e9f6237bc57fbc50253a34496370,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/production_mcp_client.py,cloud,cloud/production_mcp_client.py,888,eefcdfdb83902e9a5fa6f6c357b24201d9dbdc428746eba93b18259b80b265c9,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/resilient_client.py,cloud,cloud/resilient_client.py,443,10d876089a2dced7d7d26735465496ec256850025800dc66b8a37783dbed8d29,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/service.py,cloud,cloud/service.py,432,eb0da551e99b5bb5f3bb6e1c2b8d3fc57c7e1aa930eb22e2f074a14748313415,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/session_operations.py,cloud,cloud/session_operations.py,873,e59fe93801777ef6480ab71a4bfb6d0e6deb11ba79eb9b12c0ac8c8bf8282902,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/sessions.py,cloud,cloud/sessions.py,1231,1e65977ddf9fdca90c2abf1e93cba36cd25550f43886734602bbebc9b616360d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/subset_selection.py,cloud,cloud/subset_selection.py,612,d1222f3b614e5599e2140a2b84cc4c0a8669e2f430d77d06158c1f79e31e4f9e,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/sync_manager.py,cloud,cloud/sync_manager.py,598,affdc8516fd5eec7741ba4b2904dae05cb664ed0d7f0e00aabc4cddd358d139b,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/token_manager.py,cloud,cloud/token_manager.py,535,76029ed76ffddcbd04473362994253ae7d33109203a6d4e84fbb0c9ae5791263,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/trial_operations.py,cloud,cloud/trial_operations.py,953,37c38b982d57c6b4df8a6b9caf0a10e61b9319b407dad0e4f48fb3814d79c752,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/trial_tracker.py,cloud,cloud/trial_tracker.py,490,67bdd34e78404544d529454f0c9aab0fc8e4646399e243fd9103a7ce26ba9087,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/cloud/validators.py,cloud,cloud/validators.py,224,f4bcd7c30050cb882877a86f05899a51553830f2ad4f0ae1f341d1d24badbc8b,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/__init__.py,config,config/__init__.py,41,2757a9daa3593e2a2cbc1447a583fcfc4d514f0cd90dedf5bd394a7ff02b9a06,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/api_keys.py,config,config/api_keys.py,88,65996702b571cd50facd8bf8af3bcee9971f7748cd1a208e2ff273082f41cb68,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/ast_transformer.py,config,config/ast_transformer.py,519,f6982a984dc6d57f47cb5c35a2e5e22b2bb336ce70050659fd542d4dcaade56e,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/backend_config.py,config,config/backend_config.py,254,caea5b40cc2be550b31b27c417e265d69cde2442047d0095344b59a8c74b69a4,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/context.py,config,config/context.py,466,9d4f41dc42e1d3ba6a1092d0f52bc3ef3333ec535d64326fee2c59468092d403,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/feature_flags.py,config,config/feature_flags.py,203,86a0a4ea5b3da0ce90b9d85c4a1a0e659b011917f150e4ceccc56eb1528e6791,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/parallel.py,config,config/parallel.py,338,24178fcfacebb1c7c27b1703498a6037ea60f253763b9bb78e7220341eef2a91,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/providers.py,config,config/providers.py,972,7bfbea6762ff220c18f186147abfdf7c55dc1a0dc76d279462cc7dc72e1ea9d4,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/runtime_injector.py,config,config/runtime_injector.py,98,ba4e82614a3c7f826bde21e8761c6960ebbedd26bc0f1e52daa062da7220d574,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/seamless_injection.py,config,config/seamless_injection.py,143,74a6e4fb9e48d565e47b89fc876328a6e848e34187dbf188a749cede41ae4c5e,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/seamless_optuna_adapter.py,config,config/seamless_optuna_adapter.py,295,ad27ced33c6196253934ac29f0ec78aea43d208c8a78dce5ab3691385e10a00d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config/types.py,config,config/types.py,577,3e003507af1b352d133fa1a247458a3de02babef99f31cc60fabca969163dd5d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/__init__.py,config_generator,config_generator/__init__.py,98,96cbb3da1fa7eef859e1195029963f98849194051ab873ae73b2715251097ce5,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/agent_classifier.py,config_generator,config_generator/agent_classifier.py,232,1c56351498a78038335eea2259b18d78adc9586367801e8ccda62ee8f04314cf,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/apply.py,config_generator,config_generator/apply.py,280,c75ed6369906b0e1fabfb23528eb60b562abc078a7f67a0b20c4b93609e26f80,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/llm_backend.py,config_generator,config_generator/llm_backend.py,116,a5f2c404b4cc094df8ebf8d6127909ca3c9b5e33f151b975f677a37c04bb0f25,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/pipeline.py,config_generator,config_generator/pipeline.py,164,45ba6610768df7ec64d0b88ec210e62ba50a8c5bedb277e80e4eefdd240e3dd9,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/presets/__init__.py,config_generator,config_generator/presets,1,922650978bda3b373d2c9c512e0fdbbdc3fb9a099498042b523b892b02b236dc,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/presets/agent_type_catalog.py,config_generator,config_generator/presets,126,d6e70bd99387c4d07b9d022e2d4b88c28bf57a46a7490a5fc3060b9aa9f7361e,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/presets/benchmark_catalog.py,config_generator,config_generator/presets,95,e1c3bb5d2b84fa1611b032fe7dc773bbfac22fd856f1cc1deaca9fb7ddead00e,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/presets/constraint_templates.py,config_generator,config_generator/presets,146,c91be1863f3f9421888fd92a22b8bb91b898e785afadfebad0a8768b3a2bac46,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/presets/range_presets.py,config_generator,config_generator/presets,156,f458f5b12d62418ce962392ba1edb22906def049980d18324410c00b57a6ccc2,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/__init__.py,config_generator,config_generator/subsystems,1,ccf18fa97db1d036d34a1e04c538b542cc775b4bc1987934cf82d3b943affbb7,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/benchmarks.py,config_generator,config_generator/subsystems,97,6f6a90f7dd0737f54957c5fa4b506f223c32dcb26b073fcdc2d0e3acde985fc4,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/objectives.py,config_generator,config_generator/subsystems,229,82e5e48e89e88e1e53e3910e6ca25a414809cbe6943a9099d3981a4714d50e2c,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/safety_constraints.py,config_generator,config_generator/subsystems,43,8d4409713a7015ac408bb0c70995df3dcf5147fbf06afa8004c7b2803d720ee6,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/structural_constraints.py,config_generator,config_generator/subsystems,108,7a549fbe1ec0eebc487573577ec1f50ade371d5ff824c85d467bd1c870778a8b,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/tvar_ranges.py,config_generator,config_generator/subsystems,234,bce62331148a192d6275d35802d7f5d768d1d5103f676a4e47221c8767b3aab0,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/subsystems/tvar_recommendations.py,config_generator,config_generator/subsystems,252,f587316b5312f5d9ac40e1cdc243bbd0f3546bcadf6a20e9acbc1c48e0dbce2d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/config_generator/types.py,config_generator,config_generator/types.py,315,ee1337c670def50aceca04f2277ae3ee3db3ea3a3c64c1059572105631de6f81,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/conftest.py,root,root,83,556deeeb0f44ad4bcdde17cbf9b3ca46487d23b77c0b9fea571fdbe4160f679d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/__init__.py,core,core/__init__.py,40,f203de2042763cd3ae085a1537d51138f3e9e37feeb84cb3dd928b261fe017a6,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/backend_session_manager.py,core,core/backend_session_manager.py,866,e05418b84f571864713a3b9ec97dbbf9cac9650a675ab4d0dcb26d8607a47f43,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/cache_policy.py,core,core/cache_policy.py,156,6c8806a1974caad15c720bcce48ea550d2d3e60f7e20168897a8d6a1f0ad4016,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/ci_approval.py,core,core/ci_approval.py,216,9c113a5d20ec10e4212216fce311704a2d38346a41a889c502df6ac299702d5d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/config_builder.py,core,core/config_builder.py,571,26d45ca5f713189926ec716fec17dabc761b9615a17a88c1907dc6edd07b983c,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/config_state_manager.py,core,core/config_state_manager.py,530,4506e8178686be4a0e8070d06356cdd6e53cff688d306d9ca358be304d9cc402,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/constants.py,core,core/constants.py,278,b60e4fa212a7c37fa3f4ac343454bc083a5a38d08238fec5130d81c1fac47581,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/cost_enforcement.py,core,core/cost_enforcement.py,1238,1de3aee21a229319eedaf3233f4f0a42724e12ff642089b32fa92cd25e2a948a,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/cost_estimator.py,core,core/cost_estimator.py,191,b502ac3a512258fecdcb5216f3b23e0828055797fc70f15fb0feee1595a34a32,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/evaluator_wrapper.py,core,core/evaluator_wrapper.py,539,4a65587e633e1e8eedb329e4a36c7988bc6f3f28d3d5de9ceebb1500ea9179ed,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/license.py,core,core/license.py,545,9f61eac77e5ed55e891af0ff1230b6646f7ca020149daa04c216bc82f5d950aa,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/llm_processor.py,core,core/llm_processor.py,337,b25c2be7a513ed4d9440da13c52d78e5f48ee466b9a9a1658a2c92677b29c88d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/logger_facade.py,core,core/logger_facade.py,173,aa10c53b7549edf93e0f8c54cef5a3ffc6c82c7da69e23fb849785edbd4babec,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/mandatory_metrics.py,core,core/mandatory_metrics.py,146,880b3ab6fcc6a899559449a3f6d6f947a75e8e31b0250b96155d0e2ffa273855,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/meta_types.py,core,core/meta_types.py,103,7166d46635c3718186f6af00915fd3695f73149b7ce575fa4d97af0e445498e2,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/metadata_helpers.py,core,core/metadata_helpers.py,515,151a833ecf3c7b4da62c386049113b3fbe4274d10a27c7a93c18f2ab757d1c90,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/metric_registry.py,core,core/metric_registry.py,82,8ede8fae2d3ecae3aeac3ba0bf4eb612de76dbbad3dbe2159d9954a7e6a91b4b,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/metrics_aggregator.py,core,core/metrics_aggregator.py,117,7f2a1111f235909a880b52fcf6775562dfe5ba7596d3ef46e1950e26c582425d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/namespace.py,core,core/namespace.py,360,7acb931886d7afc7eae5459180cc3e77a10cfc1b35e2b39c9b16d5b2475b245e,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/objectives.py,core,core/objectives.py,780,5f937f4a2c2c0acd7877c81f8bbdb764c5eef750252fe4e594afecab920a2870,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/optimization_pipeline.py,core,core/optimization_pipeline.py,632,740baa3838fd0fe85a85cb3806d01ed456af10000fad007768392a6ed9d425f1,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/optimized_function.py,core,core/optimized_function.py,2043,e54179e0ab3cb46faa6e111bb5213a30333af7789b90535f85355cda9b1e368b,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/orchestrator.py,core,core/orchestrator.py,2284,dfef6bd70013e2b0e77046730ebea59e21692ca6a318a81961a8c8bf47cc251d,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/orchestrator_helpers.py,core,core/orchestrator_helpers.py,433,92ae3bd966f82ed61272f52a3ca905abb0e1cdedbd8ac40cb39bd46621a76003,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/parallel_execution_manager.py,core,core/parallel_execution_manager.py,439,a53bdc72a6b0d6d07ce8de0b08b276d3835e37ca49882431e5c14ebf55549a48,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/progress_manager.py,core,core/progress_manager.py,260,d1ddfb36d60e88c4c31ae46bbebc47cdc26cb78154c8c40c2d6af96f27c9d5e5,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/pruning_progress_tracker.py,core,core/pruning_progress_tracker.py,365,55acf2b89d575a3be8f078bd86fc23de9a9d8488975451b963b67770ee7ed095,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/refactoring_utils.py,core,core/refactoring_utils.py,260,0bc93f317a658ed079f7fe1a6cc5958891a3fda0dbed6774b93c729412788a47,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/result_selection.py,core,core/result_selection.py,335,a351a7f525f7f84c6c52a95d410776cf4332ddc93be29d7d9ab940b9c18f7245,scanned,pending,2026-03-04T21:18:30.818332+00:00
traigent/core/sample_budget.py,core,core/sample_budget.py,252,609cbc08f1ca5d144edcaf4f89dfebdc8400769b43616b04bdf432275bc83a39,scanned,pending,2026-03-04T21:18:30.818332+00:00
